sen1	sen2	src	score
액체 냄비는 주석박으로 덮인 판의 중앙에 있다.	음식 한 냄비는 빨간 식탁보의 중앙에 놓여 있다.	main-captions	1.4
풀밭에 서 있는 흑백 소	풀밭에 서 있는 푸른 제이	main-captions	0.6
노랑과 파란색 비행기가 하늘을 날고 있다.	하얀 비행기가 푸른 하늘을 날고 있다.	main-captions	3.2
크리스마스 때 의자에 앉아 화장을 하고 있는 한 여성들.	기차 마당의 선로에 앉아 있는 기차	main-captions	0
서재나 거실에 앉아 있는 네 명의 아시아 젊은이들	한 소녀가 살아 있는 의자에 앉아 있다.	main-captions	0.8
선로를 따라 내려가는 기차	기차가 선로에서 활주한다.	main-captions	4.6
검은 옷을 입은 젊은 여성.	두 명의 어린 아이들이 의자에 앉아 옷을 차려입고 있었다.	main-captions	0.2
술 마시는 사람들 모임.	네 사람이 테이블에 앉아 있다.	main-captions	3
멀리서 날아가는 비행기	백마를 가진 여자	main-captions	0
한 무리의 강물이 나무를 배경으로 바지선을 타고 있다.	들판에 노란 꼬리표를 달고 있는 소 떼	main-captions	0.2
거실에는 식탁이 배경으로 놓여 있다.	큰 소파와 배경에 식탁이 있는 거실.	main-captions	3.6
노란색 줄무늬 고양이가 푸른 소파에 누워 있다.	오렌지색 태비 고양이가 소파에서 자고 있다.	main-captions	4
역으로 들어오는 여객 열차	큰 새가 공중을 날고 있다.	main-captions	0
두 사람이 빨간 카누를 타고 뒷골목을 노를 저으며.	두 사람이 노란 카누를 타고 강을 따라 내려와 나무가 배경으로 서 있다.	main-captions	3.4
검은 기차가 선로를 따라 내려간다.	선로에서 유휴 중인 검은 열차.	main-captions	2.2
상점 앞에 주차된 흰색 지프차.	길가에 주차된 하얀 지프차.	main-captions	3.5
두 명의 여성이 투어 버스 앞에 서 있다.	두 남자가 비행기 앞에서 이야기하고 있다.	main-captions	0.4
한 남자가 커다란 검정 오토바이를 탄다.	한 아이가 커다란 검은 가죽 의자에 앉아 있다.	main-captions	0
서점 밖에 자전거가 주차되어 있다.	사람들은 서점 밖에 서 있다.	main-captions	0.8
일몰에 비행 중 비행기	일몰 근처에서 비행하는 비행기	main-captions	3.8
그들 앞에 정원이 있는 두 대의 빨간 버스가 주차되어 있다.	빨간 버스는 공식적인 정원 옆에 있는 커다란 흰색 건물 옆에 주차되어 있다.	main-captions	3.4
노란 앵무새가 우리 옆구리에 달라붙어 있다.	노란색과 오렌지색 새가 새장 옆을 잡고 있습니다.	main-captions	3.4
작은 범선을 타고 항해하는 커플	두 남자가 작은 범선을 타고 항해한다.	main-captions	3
차 옆에 은색과 파란색 오토바이가 앉아 있다.	자동차 옆에 주차된 오토바이.	main-captions	3.6
레드 더블 데커 버스	빨간색, 2층 버스	main-captions	5
발은 배경에 큰 건물이 있는 예쁜 날에 서 있다.	두 명의 경찰관이 버스를 배경으로 밴 뒤에 서 있다.	main-captions	0.4
작은 흰 개는 나무 갑판에 누워 잔가지에 씹는다.	흰 개가 테이블 아래 나무 바닥에 누워 있다.	main-captions	1.6
은색 열차 앞에 서 있는 남자.	은색 철도 차량 앞에 서 있는 남자.	main-captions	4.4
혀를 내밀고 있는 양 한 마리의 클로즈업.	양이 혀를 내밀고 있는 모습을 가까이에 두어라.	main-captions	5
들판에 서 있는 흑백 뿔 소	들판에 서 있는 흑백 소	main-captions	4.2
경기장에서 백마를 타는 남자	백마를 탄 남자	main-captions	4
기차가 들판 근처의 선로에 앉아 있다.	선로를 따라 내려가는 기차	main-captions	2.2
여자와 어린 아이가 저녁 식탁에 앉아 카메라를 보고 웃고 있다.	나무 광선 위에 누워 카메라를 올려다보는 작은 고양이.	main-captions	0.4
나무 테이블 주자와 함께 부처상이 테이블 위에 놓여 있다.	나무 울타리 기둥 위에 서 있는 새	main-captions	0.4
정원 앞에서 두 대의 빨간 버스가 운전하고 있다.	기차가 역에 차를 대다.	main-captions	0
눈 덮인 들판에서 풀을 뜯는 소들	눈 덮인 들판에서 방목하는 소 다섯 마리	main-captions	3.8
백마를 탄 남자	갈색 말을 탄 여자	main-captions	1.8
분수 앞에 푸른 셔츠를 입은 남자.	푸른 셔츠와 황갈색 바지를 입은 한 남자가 자갈 돌로 포장된 광장에 있는 한 남자의 동상 앞에 서 있다.	main-captions	3.2
승마복을 입은 소녀가 갈색 말 위에 앉아 있다.	빨간 셔츠를 입은 소녀가 갈색 말을 타고 있다.	main-captions	4
책장 앞에 놓인 투명한 플라스틱 의자.	책꽂이 앞에 놓인 투명한 플라스틱 의자.	main-captions	4.2
개 한 마리가 회색 재킷을 입고 있다.	애완용 재킷을 입은 개	main-captions	3
양 한 마리가 산비탈에 서 있다.	언덕 위에 서 있는 큰 양.	main-captions	4
풀밭에 서 있는 흑백 소	들판에 서 있는 흑백 소	main-captions	3.8
검은 비키니 상의와 청바지를 입은 여자.	검은 모자를 쓴 여자가 지하철 옆에 서 있다.	main-captions	1
갈색 말을 탄 소녀	기수는 보라색을 입고 갈색 말을 타고 있다.	main-captions	2.2
노란 코르벳 앞에 서 있는 남자.	한 남자가 노란색 스포츠카 옆에 서 있다.	main-captions	3.2
잔디밭에 앉아 하늘을 바라보고 있는 한 남자.	남자가 말 앞 보도에 서 있다.	main-captions	0
한 남자가 위에 동상이 있는 큰 분수 앞에 포즈를 취하고 있다.	분수 앞에 푸른 셔츠를 입은 남자.	main-captions	2.8
카펫 위에 서 있는 흰 고양이	숲에 서 있는 양.	main-captions	0.4
바닥에 평면 TV가 있다.	평면 TV가 바닥에 놓여 있다.	main-captions	5
풀밭에 서 있는 갈색 말 두 마리	두 남자가 작은 범선을 타고 항해한다.	main-captions	0
양 두 마리가 문간에 서 있다.	두 개의 숫양이 눈이 많이 오는 땅에 서 있다.	main-captions	1.4
컴퓨터 모니터가 여러 개 있는 룸입니다.	컴퓨터 모니터가 4개 연속으로 설치된 방	main-captions	4
길가에 있는 서점 밖에 있는 선	노란 오토바이가 거리에 주차되어 있다.	main-captions	0.4
여객기가 활주로에 앉아 있다.	지상으로 가까이 날아가는 대형 여객기.	main-captions	1.8
낡은 녹색 병이 테이블 위에 놓여 있었다.	정장 입은 세 남자가 테이블에 앉아 있었다.	main-captions	0.4
두 마리의 흰 말이 울타리를 내려다보고 있다.	두 마리의 말이 펜 안에 서 있다.	main-captions	3
흑백 소들이 문 앞에서 멈춘다.	하얀 비행기가 하늘을 날고 있다.	main-captions	0
풀밭에 서 있는 흑백 소	들판에 서 있는 흑백 뿔 소	main-captions	4
고양이가 누워 있는 흑백 사진.	깔개 위에 누워 있는 고양이의 흑백 이미지.	main-captions	4.2
한 남자와 여자가 카메라를 향해 미소를 지으며 서 있다.	남자와 여자가 카메라를 위해 포즈를 취하고 있다.	main-captions	4.2
오렌지색과 흰색 고양이가 가죽 의자에 앉아 잠들어 있다.	사무실 의자에 앉아 있는 생강 고양이.	main-captions	3
카펫 위에 서 있는 흰 고양이	머리가 테이블에 매달려 있는 예쁜 흰 줄무늬 고양이.	main-captions	1.6
회색과 흰색의 가정용 고양이가 책상 위에 누워 있다.	한 남자와 그의 자전거가 녹색 잔디 위에 놓여 있다.	main-captions	0.2
한 여성이 눈 속에 있는 아파트 건물 앞에 포즈를 취하고 있다.	건물 앞 잔디밭에 주차된 흰색 버스.	main-captions	0
팔찌를 한 젊은 여성이 비키니 상의와 청바지를 입고 있다.	청바지, 짙은 비키니 상의, 팔찌를 착용한 여성.	main-captions	4.6
테이블과 의자는 벽에 그림이 있고 천장 팬이 있는 방에 있습니다.	배경에 녹색 나무와 풀이 있는 도로를 따라 운전하는 스쿨 버스.	main-captions	0
한 남자가 침대 위에 다리를 꼬고 앉아 작은 TV를 보고 있다.	한 남자가 작은 텔레비전 가까이에 있는 침대 위에 앉아 있다.	main-captions	3.4
파란 차에 전조등이 켜져 있다.	파란 차에 헤드라이트를 씌우다.	main-captions	4.2
역으로 들어오는 여객 열차	여객 열차가 역에 있다.	main-captions	2.4
카메라를 마주보고 있는 비행기.	외로운 소가 뜰의 추위에 앉아 있다.	main-captions	0
갈색 말을 탄 여자	갈색 말에 흰 옷을 입은 사람.	main-captions	3.2
두 마리의 개는 동물들과 섞여 있다.	두 마리의 개는 많은 박제 동물들과 함께 소파에 앉아 있습니다.	main-captions	3.4
기차가 선로를 달리고 있다.	시골 지역의 선로를 달리는 기차가 있다.	main-captions	4
누군가 눈 덮인 산에 서서 비행기를 보고 있다.	한 남자가 산에 서서 비행기를 보고 있다.	main-captions	4.4
새가 물속에서 날개를 퍼덕이고 있다.	큰 검은 새가 물속에 앉아 있다.	main-captions	3.2
항구에 정박한 유람선	해안에 정박한 유람선	main-captions	3.2
붐비는 거리에 있는 빨간 이중 갑판 버스	공공도로에서 눈 속에 하얀 버스가 부분적으로 있다.	main-captions	2
한 여성이 울타리가 쳐진 지역에서 개를 애완견으로 기른다.	한 여성이 문이 달린 마당에서 개를 애완견으로 기른다.	main-captions	4.8
흑백 고양이가 담요를 가지고 놀고 있다.	흑백 고양이가 실 바구니에 들어간다.	main-captions	2.2
산악자전거를 탄 남자가 경사면을 내려가고 있다.	이 사람은 맑은 날 바위 위 산악자전거를 타는 남자입니다.	main-captions	3.2
고양이 한 마리가 사무실 의자에 눕는다.	사무실 의자에 앉아 있는 생강 고양이.	main-captions	3.8
들판에서 풀을 뜯는 말 무리	녹색 잔디밭에서 풀을 뜯는 갈색 말	main-captions	2.6
한 무리의 사람들이 술을 마시고 있다.	들판의 사이딩에 있는 기관차의 행	main-captions	0
울타리가 쳐진 개집에 있는 두 마리가 앞을 바라본다.	두 여자가 아기와 함께 식당에서 포즈를 취하고 있다.	main-captions	0
세 마리의 양이 조수석에서 본 흙길에 서 있다.	자갈길 한가운데 있는 양 세 마리	main-captions	3.4
노랑과 파란색 비행기가 하늘을 날고 있다.	9대의 빨간색과 흰색 항공기가 연기를 따라 대형으로 비행하고 있다.	main-captions	1
그 기차는 기차역에 있다.	파란 기차가 역에 있다.	main-captions	4
기차가 들판 근처의 선로에 앉아 있다.	아기가 잔디밭에 앉아 있다.	main-captions	0
승객들을 태운 레드 더블 데커 버스	빨간 더블 데커 버스가 한 도시에서 더 많은 승객들을 태우고 있다.	main-captions	4.4
두 남자는 소파에 앉아 맥주를 들고 여자아이가 무릎에 누워 있다.	두 명의 여성이 자전거를 타고 거리를 지켜보며 언제 건너갈지 지켜본다.	main-captions	0
부엌에 있는 두 여자가 물건을 보고 있다.	부엌에 두 명의 여자가 한 명이 사진을 찍고 있다.	main-captions	2.8
기수 없이 달리는 경주마	4번을 착용하고 있는 동안 말을 질주하는 것	main-captions	2.8
증기 기관과 열차가 카메라를 향해 이동합니다.	큰 새의 먹이가 카메라를 향해 날아가고 있다.	main-captions	0.8
코카콜라 한 병의 흑백 사진	이것은 짧은 스쿼트 코카콜라 병의 흑백 사진입니다.	main-captions	4.2
작은 새가 얼음이 쌓인 가지 위에 앉았다.	나뭇가지에 노란 새가 앉아 있었다.	main-captions	3.2
컴퓨터에 안경을 쓴 소년	한 소년이 컴퓨터 화면을 보고 있다.	main-captions	3.2
빨간 트럭이 타이어를 돌리는 동안 검은 트럭이 프레임을 떠난다.	빨간 트럭이 타이어를 돌리고 뒤에서 연기를 내뿜는다.	main-captions	3.2
큰 손바닥 옆에 테이블, 의자, 소파가 있는 거실.	푸른 소파, 캠프 침대, 나무 벤치 및 서랍장이 있는 거실.	main-captions	2.4
작은 아기를 안고 웃고 있는 여자	아기를 안고 소파에 앉아 있는 한 여성	main-captions	3.4
배경에 나무가 있는 에스소 주유소	두 명의 경찰관이 버스를 배경으로 밴 뒤에 서 있다.	main-captions	0
네 척의 배 위로 날아다니는 네 대의 파란색과 노란색 비행기.	비행 중인 파란색과 노란색 비행기 4대.	main-captions	4.2
문 근처에 서 있는 말이 다른 말을 배경으로 하고 있다.	한 무리의 강물이 나무를 배경으로 바지선을 타고 있다.	main-captions	0
세 병이 테이블 위에 있다.	낡은 녹색 병이 테이블 위에 놓여 있었다.	main-captions	2.4
증기기관이 나무 근처의 기차 선로를 따라 내려온다.	기차는 기차역에 있다.	main-captions	1.4
기차는 기차역에 있다.	기차역에 주차된 기차	main-captions	4.2
아기를 안고 소파에 앉아 있는 한 여성	호수의 통나무 위에 앉아 있는 새	main-captions	0.4
물 공급기를 향해 날아가는 두 마리의 새들	두 마리의 새가 새 먹이 근처에서 날아다닌다.	main-captions	3.6
큰 들판에 서 있는 두 마리의 소들	들판에 서 있는 말	main-captions	1.6
언덕에서 풀을 뜯고 있는 양 떼	한 무리의 양들이 언덕 위에 있다.	main-captions	4
한 남자가 기차 앞에 서 있다.	한 남자가 조각상 앞에 서 있다.	main-captions	2
두 명의 여성이 카메라를 위해 포즈를 취하고 엄지손가락을 위로 올리고 있다.	웃고 있는 두 젊은 여성이 엄지손가락을 위로 올려보낸다.	main-captions	4.4
여자들은 소파에 앉아 작은 아기를 안고 있다.	아기를 안고 소파에 앉아 있는 한 여성	main-captions	4.8
도시 거리에 있는 더블 데커 레드 유나이티드 버스	도로를 따라 달리는 두 배의 데커 빨간 버스	main-captions	4
갈색 소파에 앉아 있는 두 명의 여성.	버스 밖에 서 있는 두 명의 여성.	main-captions	1
녹색 눈을 가진 회색 고양이가 카메라를 들여다본다.	회색, 검정색, 그리고 흰색 고양이가 카메라를 보고 있습니다.	main-captions	3.2
새가 나뭇가지에 앉아 있다.	양들이 나무 밑에 서 있다.	main-captions	0
식당 테이블에 앉아 있는 사람들	두 사람이 식당의 테이블에 앉아 있다.	main-captions	3.8
흑백 소가 부분적으로 흐린 푸른 하늘에 잔디 위에 서 있습니다.	부분적으로 흐린 푸른 하늘에 대항하여 금속 문 뒤에 두 마리의 흑백 소가 있습니다.	main-captions	2.4
흰말을 탄 남자.	경기장에서 백마를 타는 남자	main-captions	3.2
연못에서 술을 마시는 두 마리의 젖소.	두 마리의 소가 연못에서 술을 마시고 있다.	main-captions	4.6
펜에 가위가 있는 양이 몇 마리 있다.	울타리 안에 흰 양 세 마리가 있다.	main-captions	2.4
검은 개가 풀밭에 누워 있다.	검은 개가 잔디 위에 누워 있다.	main-captions	5
두 젊은이가 미닫이 유리문 옆 테이블에 앉아 있는데, 한 사람이 다른 사람을 가리키고 있다.	두 사람은 테이블에서 서로 마주 보고 앉아 있다.한 사람이 다른 사람을 가리키고 있다.	main-captions	4.2
한 남자와 한 여자가 해변을 따라 걷고 있다.	턱수염과 두개골 모자를 쓴 남자와 소년이 바다의 해안을 따라 걷고 있다.	main-captions	2.2
10마리의 양이 카메라를 보고 있다.	등에 있는 고양이가 카메라를 보고 있다.	main-captions	1.2
흑백 개가 카메라를 보고 있다.	펜에 든 작은 흑백 염소가 카메라를 올려다보고 있다.	main-captions	1.4
하얀 퍼지 의자가 있는 검은 테이블.	아이를 가진 여자.	main-captions	0
승객들을 태운 레드 더블 데커 버스	빨간 더블 데커 버스가 거리를 달리고 있다.	main-captions	2.2
돛단배가 물 위를 항해하고 있다.	구름이 끼는 날에 항해하는 범선	main-captions	3.4
파란 새가 장갑 낀 사람의 손에 앉는다.	새는 장갑 낀 손에 착 달라붙어 있다.	main-captions	4.2
갈색과 흰색 말을 타고 있는 소녀.	갈색 말을 탄 소녀	main-captions	3.6
대부분 검은 열차가 선로에 있다.	기차 선로 앞에 주차된 차.	main-captions	1
빨강과 파랑 크레용으로 채색한 어린 소년.	승마복을 입은 어린 금발 소녀가 회색과 흰색 말 위에 앉아 있습니다.	main-captions	0
거실에 있는 사람들 한 무리	거대한 버섯을 지나는 네 명의 사람들로 이루어진 그룹	main-captions	0.8
물가의 풀밭에 있는 청둥오리와 길들여진 흰 오리.	분홍색 드레스를 입은 어린 아이가 테이블 위에 앉아 있다.	main-captions	0
고양이는 문 앞에 있는 두 개의 자전거 사이에 앉아 있다.	울타리 앞에 있는 들판에 서 있는 말보다 더.	main-captions	0
빨간 가방을 든 소녀가 길에 서 있다.	검은 개가 양을 바라보고 있다.	main-captions	0
말 타는 사람이 흰 말을 타고 있다.	백마를 이끄는 여자	main-captions	3.4
긴 기차가 기차 선로에 있다.	기차 선로 위의 기차	main-captions	4.2
검은 색과 황갈색의 개는 검은 양을 바라본다.	검은 개가 펜에 든 갈색 양을 보고 있다.	main-captions	3
벽에 컴퓨터와 사진이 여러 장 있는 방	책상 위에 컴퓨터 모니터 3개와 다른 장비가 있는 홈 오피스.	main-captions	2.8
들판에서 나무 밑을 걷는 소의 흑백 사진.	흑백 개가 카메라를 보고 있다.	main-captions	1
활주로에 앉아 있는 은색 아소멕시코 제트 여객선	에어로멕시코 은 비행기는 활주로에 있다.	main-captions	4.2
흙자전거를 탄 남자가 매우 높이 뛰어오르고 있다.	오토바이를 탄 남자가 하늘을 등지고 뛰어내렸다.	main-captions	3.4
두 사람이 작은 하얀 돛배를 타고 항해한다.	작은 범선을 타고 항해하는 커플	main-captions	4.2
하얀 비행기가 시멘트 위에 주차되어 있다.	보도에 파란 오토바이가 주차되어 있다.	main-captions	0.8
들판에서 방목하는 소 세 마리	들판에서 풀을 뜯는 양 몇 마리	main-captions	0.8
남자가 지저분한 테이블에 앉아서 노트북을 사용하고 있다.	한 남자가 지저분한 테이블 위에 있는 노트북 컴퓨터를 보고 앉아 있다.	main-captions	4.8
촛불, 와인, 그리고 찻주전자가 있는 식탁.	나무 테이블에는 양초, 와인, 그리고 보라색 플라스틱 그릇이 놓여 있습니다.	main-captions	3
붉은 카누를 노를 저어 두 사람이 고요한 물 속에 반사된다.	맑은 호수에 빨간 카누를 탄 두 사람이 있다.	main-captions	3.2
거의 옷을 입지 않은 여자가 차 옆에 서 있다.	작은 빨간 차 옆에 서 있는 의족이 거의 없는 여자	main-captions	3.8
승객들을 태운 레드 더블 데커 버스	후드가 달린 빨간색 더블 데커 버스	main-captions	2.2
촛불을 들고 있는 부처상이 테이블 위에 앉아 있다.	호수에서 작은 보트를 타고 낚시를 하는 남자	main-captions	0
세 사람이 저녁 식탁에 앉아 카메라를 보고 웃고 있다.	두 명의 노부인이 한 남자와 저녁 식탁에 앉아 있다.	main-captions	2
선로 위의 다색 열차	대부분 검은 열차가 선로에 있다.	main-captions	2.8
길에서 여행하는 흰색과 빨간색 버스	빨간 버스는 거리에 있다.	main-captions	2.2
착륙 장치를 아래로 내려 놓은 빨간색과 파란색 비행기.	착륙 장치를 내리고 있는 WWII 전투기	main-captions	3.2
작은 보트가 개울을 따라 내려간다.	강에서 움직이는 보트	main-captions	3
4명의 여성과 2명의 남성이 식당의 긴 테이블에 앉아 있다.	한 무리의 사람들이 이탈리아 식당의 테이블에 앉아 있다.	main-captions	3
나무 옆 들판에 서 있는 두 마리의 염소.	작은 하얀 배를 끄는 큰 배	main-captions	0
큰 창문, 소파 및 의자가 있는 거실의 흑백 사진.	숲을 내다보는 전망이 있는 잘 꾸며진 방의 흑백 장면.	main-captions	3
갈색 말을 파란 말걸이로 닫아라.	파란색 호터를 입은 말의 클로즈업	main-captions	3.6
큰 검은 새가 물속에 앉아 있다.	새들이 물속에서 헤엄치고 있다.	main-captions	2.6
크림 소파에 고양이 클로즈업	하얀 소파에 누워 있는 샴 고양이	main-captions	3.4
사람이 자전거를 뛰어넘어 트릭을 하고 있다.	야외에서 흙 자전거를 타는 사람.	main-captions	2.25
시골 지역에 노란색 스쿨버스가 주차되어 있다.	들판에 주차된 노란색 스쿨버스.	main-captions	4
강아지는 녹색 쓰레기통 옆의 노란 의자에 재치있게 앉아 있다.	커다란 쓰레기통 옆의 노란 의자에 앉아 있는 불독.	main-captions	3.2
여자가 빨간 오토바이에 앉아 있다.	하얀 양들이 녹색 언덕 위에 서 있다.	main-captions	0
경매에서 테이블 위에 서 있는 양.	경매장에서 양털을 다.	main-captions	4.2
블랙 트레인 엔진의 클로즈업	검은 머리로 흰 양을 덮다.	main-captions	0
오렌지색과 흰색 고양이가 가죽 의자에 앉아 잠들어 있다.	검은 가죽 의자에 담요 위에 누워 있는 오렌지색과 흰색 고양이.	main-captions	4
기차가 그의 선로를 타고 있다.	그 열차는 두 줄의 나무들 사이에서 선로를 따라 내려온다.	main-captions	3
흑백 소가 풀밭에 서 있다.	들판에 서 있는 흑백 뿔 소	main-captions	3.8
도시 거리에 있는 더블 데커 레드 유나이티드 버스	더블 데커 버스가 시내 거리에서 운전한다.	main-captions	4
램프 조명이 있는 호텔 방의 텔레비전과 책상.	호텔 방에 텔레비전과 노트북 컴퓨터가 켜져 있다.	main-captions	2.6
작은 자전거를 타는 남자	한 남자가 자전거를 타고 바퀴 달린 차를 타고 있다.	main-captions	2.8
남색 드레스를 입은 한 여성이 하얀 테이블 위에 케이크를 자르고 있다.	햇볕이 잘 드는 날에 헬멧을 쓴 사람이 자전거에 앉는다.	main-captions	0.4
검은 기차가 선로를 따라 내려간다.	선로를 따라 내려가는 기차	main-captions	4
흰색과 보라색 오토바이의 클로즈업 사진	컴퓨터와 종이가 있는 책상의 클로즈업 사진.	main-captions	1
갈색 말을 타고 있는 어린 소녀	갈색 말을 타고 있는 여자	main-captions	3.8
부엌에 있는 두 여자가 물건을 보고 있다.	정장 입은 세 남자가 테이블에 앉아 있었다.	main-captions	0
두 여자가 아기를 안고 포즈를 취하고 있다.	여자는 아기와 포즈를 취한다.	main-captions	2.2
음식이 든 테이블에 둘러앉은 사람들	네 사람이 거실에 앉아 있다.	main-captions	2.8
보도에 파란 오토바이가 주차되어 있다.	보도에 주차된 파란색 전동차.	main-captions	4
도시 거리에 있는 빨간 더블 데커 버스	빨간 더블 데커 버스가 거리를 달리고 있다.	main-captions	4.8
기차역 안에서 두 대의 열차가 운행된다.	그 기차는 기차역에 있다.	main-captions	2.4
백마를 탄 남자	백마를 가진 여자	main-captions	2.2
파란색 소파에 앉아 카메라를 보고 웃고 있는 남자와 여자 두 명이 있다.	부엌에 서서 카메라를 보고 웃는 남녀	main-captions	2.2
나무가 있는 항구에 있는 대형 유람선	해안에 정박한 유람선	main-captions	3.4
두 마리의 소가 교차로를 건넌다.	두 마리의 소가 포장된 거리를 건넌다.	main-captions	3.8
도로 옆 중앙에서 풀을 뜯고 있는 소 몇 마리.	두 도로 사이의 풀밭에서 풀을 뜯고 있는 다섯 마리의 소들	main-captions	4
검은 소와 갈색 소는 뿌리 뽑힌 나무 앞에 있는 평야에 서 있습니다.	들판의 작은 나무들 앞에 서 있는 검은 소와 갈색 소.	main-captions	4.2
레드 더블 데커 버스가 거리를 달리고 있다.	도시 거리에 있는 더블 데커 버스	main-captions	3.6
잔디밭에 귀 꼬리표가 달린 황갈색 소를 볶다.	풀밭에서 양을 돌보는 사람	main-captions	1.2
보라색과 흰색 모터 사이클의 앞부분의 클로즈업.	빨간 스포츠카의 뒷부분을 닫습니다.	main-captions	1.2
두 명의 여성이 의류점에서 쇼핑을 한다.	옷가게에 두 명의 여자가 있다.	main-captions	4.6
한 무리의 사람들이 식당 테이블에 앉아 있다.	식당 테이블에 앉아 있는 사람들	main-captions	4.6
갈색말의 머리를 클로즈업한 것	노란색 스쿨버스의 클로즈업	main-captions	0
빨간 모자를 쓴 사람이 벽돌 받침 보 옆에 서 있다.	갈색 말이 잔디 위에 서서 문질러 닦고 있다.	main-captions	0
만새가 풀밭에서 어미 옆을 걷고 있다.	더 큰 말 옆에서 걷는 어린 말의 클로즈업.	main-captions	2.6
갈색 소 옆에 서 있는 여자들.	안경을 쓴 여자들이 들판의 소 옆에 서 있다.	main-captions	3.8
개 한 마리가 트럭의 뒷부분을 뾰족하게 덮친다.	개가 밴 뒤에서 밖을 내다보고 있다.	main-captions	3.6
파란색 교대복 차림의 여성이 음식을 잘게 썰었다.	파란 드레스를 입은 여자가 케이크를 자른다.	main-captions	3.8
흑백 고양이가 카메라를 올려다보고 있다.	회색, 검정색, 그리고 흰색 고양이가 카메라를 보고 있습니다.	main-captions	3.6
갈색 머리 소녀 두 명이 옆차가 있는 노란색 오토바이의 빨간 위에 앉아 있다.	빨간색과 노란색 오토바이에 포즈를 취하고 있는 커플	main-captions	3.2
작은 흰 고양이가 싱크대에 서 있다.	회색과 흰색 고양이가 욕실 싱크대에 앉아 있다.	main-captions	3.6
빨간 탠덤 자전거 뒷좌석에 앉아 있는 남자.	한 남자가 탠덤 자전거 뒤에 혼자 있다.	main-captions	3.6
책상 위에 컴퓨터가 있다.	책상 위에 작동하는 컴퓨터	main-captions	4
카메라를 보고 웃고 있는 어린 아이.	작은 아이가 하얀 꽃 근처의 시멘트 벽에 앉아 있습니다.	main-captions	1.6
작은 새가 물속에 떠다니고 있다.	물속에 떠 있는 오리	main-captions	2.4
줄리아라는 단어가 붙은 하얀 버스가 물과 큰 배 근처에 있다.	물과 바지선이 있는 하얀 버스.	main-captions	3.8
선로 위의 오래된 파란색과 흰색 열차	산악지대의 푸른 열차	main-captions	2.6
해변에 있는 노란 보트.	해안에 있는 노란 보트	main-captions	4
푸른색 천으로 된 식탁 위에 종이가 놓여 있는 주방 요리사.	작은 부엌과 파란 식탁보가 어수선한 식탁.......	main-captions	3.4
역에서 기차를 타다.	실내 역 안에서 열차를 타다.	main-captions	3.8
회색 고양이가 창턱에 앉아 카메라를 보고 있다.	고양이가 창턱에 서서 카메라를 보고 있다.	main-captions	4
앉아 있는 동안 기타를 치는 남자.	빨간색과 흰색 버스가 도로를 따라 운전하고 있다.	main-captions	0
빨간 더블 데커 버스가 거리를 달리고 있다.	도시 거리에 있는 더블 데커 버스	main-captions	4.2
세 마리의 소가 풀밭에서 풀을 뜯고 있다.	들판에서 방목하는 소 세 마리	main-captions	4.6
갈색 열차가 철로에 앉아 있다.	하얀 기차가 선로에 앉아 있다.	main-captions	2.25
들판에 서 있는 흑백 뿔 소	소파에 앉아 있는 고양이의 흑백 사진.	main-captions	0.4
파란 드레스를 입은 작은 금발의 아이가 엄마 근처의 테이블에 앉아 있습니다.	헬멧을 쓴 어린 금발 소녀가 빨간 자전거를 뒤에 두고 앉아 있습니다.	main-captions	1.6
한 무리의 사람들이 식당 테이블에 앉아 있다.	포치에 있는 테이블 주위에 한 무리의 사람들이 앉아 있다.	main-captions	2.6
건초가 든 펜에 든 흑백 소	흑백 고양이가 흙 속에 누워 있다.	main-captions	0.4
빨간색, 2층 버스	빨간색 이중 데커 버스의 앞면과 왼쪽.	main-captions	3.2
말의 머리를 조준한 광경	말의 머리를 보는 측면	main-captions	3.2
바다에 있는 오래된 나무로 만든 항해선	바다 위의 목조 요트	main-captions	3.2
산악 지대에 서 있는 양	언덕 위에 서 있는 큰 양.	main-captions	4.4
활주로에 있는 하얀 비행기	하얀 비행기가 활주로에 있다.	main-captions	4.8
황갈색 강아지가 애완용으로 쓰다듬고 있다.	태닝 강아지가 붙잡혀서 쓰다듬어지고 있다.	main-captions	4.4
우아한 식당에는 나무 가구가 있다.	나무 가구가 있는 우아한 분홍색 식당	main-captions	3.8
소파에 앉아 있는 두 남자의 맞은편에 누워 있는 한 여성.	반바지를 입은 두 남자가 소파에 앉아 있다.	main-captions	2
흙길에 오토바이 두 대가 있다.	더트 힐을 달리는 두 명의 비포장 자전거 타는 사람.	main-captions	3.6
흑백 고양이가 카메라를 올려다보고 있다.	흑백 개가 카메라를 보고 있다.	main-captions	2.2
녹색 눈을 가진 회색 고양이가 카메라를 본다.	녹색 눈을 가진 회색 고양이가 카메라를 들여다본다.	main-captions	5
두 마리의 양이 풀이 무성한 언덕 위에 서 있다.	더트 힐을 달리는 두 명의 비포장 자전거 타는 사람.	main-captions	0.2
와인 병을 든 하얀색의 남자와 하얀 조끼를 입은 빨간 터틀넥을 입은 여자.	한 남자와 여자가 와인 한 병을 들고 들판에 포즈를 취하고 있다.	main-captions	3
외로운 소가 뜰의 추위에 앉아 있다.	들판에 서 있는 흑백 소	main-captions	1.8
